,trial_id,discovery_date,title,summary,link,published_date,source,relevant,Sources__source_id,Sources__name,Sources__link
10,488062,2023-03-21 13:00:54.699587,Multidimensional Integrated Assessment to Test the Efficacy and Response to Ozanimod in Multiple Sclerosis.,<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    Drug: Ozanimod Oral Capsule<br /><b>Sponsor</b>:    I.R.C.C.S. Fondazione Santa Lucia<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05777902?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-21 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
11,488061,2023-03-21 13:00:54.692173,"Determination of Compliance to Mediterranean Diet, Impacts on Walking and Quality of Life in Multiple Sclerosis","<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    University of Gaziantep<br /><b>Active, not recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05777629?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-21 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
12,487578,2023-03-20 17:40:48.917752,Diagnostic Value of eVOG,<b>Conditions</b>:    Multiple Sclerosis;   Radiologically Isolated Syndrome;   White Matter Lesions<br /><b>Intervention</b>:    Procedure: eVOG<br /><b>Sponsor</b>:    Centre Hospitalier Universitaire de Nice<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05776511?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-20 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
13,487576,2023-03-20 17:40:48.910361,Early Versus Late Ofatumumab (Kesimpta®) Use in Austrian RMS-Patients Over 2 Years,<b>Condition</b>:    Relapsing Multiple Sclerosis<br /><b>Intervention</b>:    Other: Ofatumumab<br /><b>Sponsor</b>:    Novartis Pharmaceuticals<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05776888?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-20 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
14,487403,2023-03-20 09:00:55.265771,"Efficacy, safety and cost-effectiveness of B cell tailored ocrelizumab versus standard ocrelizumab in relapsing remitting multiple sclerosis: a randomized controlled trial","<p>EudraCT Number: 2021-004791-34<br />Sponsor Protocol Number: BLOOMS<br />Sponsor Name: VU medical center<br />Start Date: 2022-03-16<br />Medical condition: Multiple sclerosis<br />Disease: <br />Population Age: Adults<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2021-004791-34/NL"">NL</a> (Ongoing)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2021-004791-34,,15.0,,15.0,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
15,485713,2023-03-17 13:10:43.899977,Danish non-inferiority study of ocrelizumab and rituximab in MS (DanNORMS): A randomized study comparing the efficacy of ocrelizumab and rituximab in active multiple sclerosis.,"<p>EudraCT Number: 2020-002981-15<br />Sponsor Protocol Number: DanNORMS<br />Sponsor Name: Danish Multiple Sclerosis Center, Rigshospitalet<br />Start Date: 2020-12-15<br />Medical condition: Multiple sclerosis.<br />Disease: <br />Version: 21.1<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10063400<br />Term: Secondary progressive multiple sclerosis<br />Level: PT<br />Version: 21.1<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10063399<br />Term: Relapsing-remitting multiple sclerosis<br />Level: PT<br />Version: 21.1<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10063401<br />Term: Primary progressive multiple sclerosis<br />Level: PT<br /><br />Population Age: Adults, Elderly<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002981-15/DK"">DK</a> (Ongoing)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2020-002981-15,,15.0,,15.0,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
16,485075,2023-03-16 13:10:54.523340,Clinical and Urodynamic Assessment of Bladder Sensation in Multiple Sclerosis,<b>Condition</b>:    Overactive Bladder<br /><b>Intervention</b>:    Procedure: Repeated cystometries with bladder sensations assessment<br /><b>Sponsor</b>:    Assistance Publique - Hôpitaux de Paris<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05772637?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-16 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
17,483864,2023-03-14 13:20:41.996891,A Study to Evaluate Long-Term Safety of Vumerity and Tecfidera in Participants With Multiple Sclerosis (MS),<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Drug: Diroximel Fumarate;   Drug: Dimethyl Fumarate;   Drug: Disease-Modifying Therapies (DMTs)<br /><b>Sponsor</b>:    Biogen<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05767736?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-14 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
18,480677,2023-03-09 13:50:42.458081,Czech Pharmaco-epidemiological Study on Disease Modifying Drugs,"<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    Drug: interferons, glatiramer acetate, teriflunomide, dimethyl fumarate, alemtuzumab, cladribine, fingolimod, ponesimod, rituximab, ocrelizumab, ofatumumab, natalizumab<br /><b>Sponsor</b>:    IMPULS Endowment Fund<br /><b>Completed</b>",https://clinicaltrials.gov/ct2/show/NCT05762003?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-09 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
19,480049,2023-03-08 15:40:45.761255,Awareness of Osteoporosis in Multiple Sclerosis Patients,<b>Conditions</b>:    Multiple Sclerosis;   Osteoporosis;   Osteoporosis Risk<br /><b>Intervention</b>:    Other: Patient Participation Form<br /><b>Sponsor</b>:    Uskudar State Hospital<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05760651?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-08 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
20,480043,2023-03-08 15:40:45.736206,"Study of Ovarian Reserve Concerning Patients With Multiple Sclerosis (MS), Compared to a Control Group","<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Biological: Anti-Mullerian hormone (AMH) level;   Other: Antral follicle count (AFC);   Other: Clinical assessment<br /><b>Sponsor</b>:    University Hospital, Bordeaux<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05754593?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-06 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
21,479313,2023-03-07 14:30:48.449222,PURO - PUlmonary Rehabilitation With O-RAGT Platform,<b>Conditions</b>:    Multiple Sclerosis;   Spinal Cord Injury;   Stroke;   Traumatic Brain Damage<br /><b>Intervention</b>:    Device: UANGO suite exoskeleton<br /><b>Sponsors</b>:    Fondazione Don Carlo Gnocchi Onlus;   Roessingh Research and Development;   Hospital Nacional de Parapléjicos de Toledo;   Lithuanian University of Health Sciences<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05757830?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-07 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
22,479303,2023-03-07 14:30:48.420176,RItuximab Versus Ocrelizumab in Relapsing-remitting Multiple Sclerosis.,<b>Conditions</b>:    Multiple Sclerosis;   Relapsing-remitting Multiple Sclerosis<br /><b>Interventions</b>:    Drug: Perfusion of treatment Rituximab;   Drug: Perfusion of treatment Ocrelizumab<br /><b>Sponsor</b>:    Rennes University Hospital<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05758831?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-07 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
23,478564,2023-03-06 14:00:44.891062,WEBCAMS: Walking Exercise for Brain and Cognition in Adults With Multiple Sclerosis,<b>Conditions</b>:    Multiple Sclerosis;   Relapsing-remitting Multiple Sclerosis<br /><b>Interventions</b>:    Behavioral: GEMS Plus;   Behavioral: GEMS<br /><b>Sponsor</b>:    Kessler Foundation<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05755061?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-06 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
24,478559,2023-03-06 14:00:44.854553,"Study of Ovarian Reserve Concerning Patients With Multiple Sclerosis (MS), Compared to a Control Group.","<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Biological: Anti-Mullerian hormone (AMH) level;   Other: Antral follicle count (AFC);   Other: Clinical assessment<br /><b>Sponsor</b>:    University Hospital, Bordeaux<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05754593?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-06 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
25,475659,2023-03-02 14:20:38.322417,"Physical Activity, Sedentary Behaviour and Cardiometabolic Health in Multiple Sclerosis","<b>Condition</b>:    Multiple Sclerosis, Relapsing-Remitting<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Hasselt University<br /><b>Recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05752630?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-03-02 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
26,475630,2023-03-02 13:00:59.400210,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED STUDY TO
INVESTIGATE THE EFFICACY OF FENEBRUTINIB IN RELAPSING MULTIPLE SCLEROSIS","<p>EudraCT Number: 2021-003772-14<br />Sponsor Protocol Number: GN43271<br />Sponsor Name: F. Hoffmann-La Roche Ltd<br />Start Date: 2021-11-18<br />Medical condition: Relapsing Multiple Sclerosis<br />Disease: <br />Version: 20.0<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10048393<br />Term: Multiple sclerosis relapse<br />Level: PT<br />Version: 21.0<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10080700<br />Term: Relapsing multiple sclerosis<br />Level: PT<br /><br />Population Age: Adults<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2021-003772-14/CZ"">CZ</a> (Ongoing), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2021-003772-14/SK"">SK</a> (Ongoing), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2021-003772-14/HR"">HR</a> (Ongoing)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2021-003772-14,,15.0,,15.0,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
27,473826,2023-02-28 11:30:48.818923,Pain in Neurorehabilitation Through Wearable Devices: an Exploratory Study,<b>Conditions</b>:    Pain;   Multiple Sclerosis<br /><b>Intervention</b>:    Diagnostic Test: monitoring<br /><b>Sponsor</b>:    Azienda Usl di Bologna<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05747040?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-28 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
28,473824,2023-02-28 11:30:48.813750,Implication of 5-HT7 Receptor in Inflammatory Mechanisms in Multiple Sclerosis,<b>Conditions</b>:    Healthy;   Multiple Sclerosis<br /><b>Intervention</b>:    Biological: Blood sample<br /><b>Sponsor</b>:    Centre Hospitalier Régional d'Orléans<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05746845?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-28 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
29,473822,2023-02-28 11:30:48.808518,Definition of Autonomic Nervous System Involvement in Patients With Multiple Sclerosis,"<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Diagnostic Test: quantification of sensory and autonomic small nerve fibers by punch skin biopsy;   Diagnostic Test: Cardiovascular Reflexes testing;   Other: Administration of clinical scales evaluating autonomic symptoms, pain small fiber neuropathy symptoms<br /><b>Sponsor</b>:    Istituti Clinici Scientifici Maugeri SpA<br /><b>Recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05748015?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-28 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
30,473819,2023-02-28 11:30:48.799803,The Impact of Interferon Beta 1a on Egyptian Relapse-Remitting Multiple Sclerosis Patients,<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    Other: Blood sample collection<br /><b>Sponsor</b>:    German University in Cairo<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05735067?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-21 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
31,470466,2023-02-23 13:50:46.069497,Reliability and Validity of Outcome Measures for Pain in Multiple Sclerosis,<b>Condition</b>:    Pain<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Hasselt University<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05742152?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-23 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
32,470464,2023-02-23 13:50:46.060988,Nicotinamide Riboside Supplementation In Progressive Multiple Sclerosis,<b>Conditions</b>:    Multiple Sclerosis;   Progressive Multiple Sclerosis<br /><b>Interventions</b>:    Dietary Supplement: Nicotinamid riboside;   Dietary Supplement: Placebo<br /><b>Sponsor</b>:    Haukeland University Hospital<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05740722?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-23 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
33,469469,2023-02-21 14:11:14.728214,"High-Intensity, Dynamic-stability Gait Training in People With Multiple Sclerosis",<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Procedure: High-Intensity Treadmill Training;   Procedure: Treadmill Training with Perturbations;   Procedure: Standard Treadmill Training<br /><b>Sponsors</b>:    Marquette University;   Indiana University;   Medical College of Wisconsin;   Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05735691?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-20 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
34,469466,2023-02-21 14:11:14.716521,The Impact of Interferon Beta 1a on Egyptian Relapse-Reemitting Multiple Sclerosis Patients,<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    Other: Blood sample collection<br /><b>Sponsor</b>:    German University in Cairo<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05735067?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-02-20 12:00:00.000000,12.0,,12.0,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
35,468988,2023-02-20 18:00:48.990340,Behandling med botulinumtoxin vid neurogen blåsfunktionsstörning,"<p>EudraCT Number: 2005-003068-47<br />Sponsor Protocol Number: UROBOTOX 1<br />Sponsor Name: Region Skåne, Universitetssjukhuset i Lund, Urologiska kliniken<br />Start Date: 2005-09-22<br />Medical condition: The trial addresses patients with severe symptoms of neurogenic detrusor overactivity (urgency and/or urge incontinence). Eligible are those patients who have failed conservative treatment such as ...<br />Disease: <br />Population Age: Adults, Elderly<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2005-003068-47/SE"">SE</a> (Completed)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2005-003068-47,,15.0,,15.0,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
